997	1	NGSX7000	0	0	N	N	CMD VC ID	1	R	Y	1	N	0
997	2	NGSX7001	0	0	N	N	CMD map ID	1	R	Y	1	N	0
997	3	NGSX7002	0	0	N	N	CMD Default Uplink Mode	1	L	Y	1	N	0
997	5	NGSX7004	0	0	N	N	CMD Update Request Count	1	R	Y	1	N	0
997	6	NGSX7005	0	0	N	N	CMD Latest Request Count	1	R	Y	1	N	0
997	7	NGSX7006	0	0	N	N	CMD Service Mode	1	L	Y	1	N	0
997	8	NGSX7007	0	0	N	N	CMD Global Static PTV	1	L	Y	1	N	0
997	9	NGSX7008	0	0	N	N	CMD Global Dynamic PTV	1	L	Y	1	N	0
997	10	NGSX7009	0	0	N	N	CMD Global CEV	1	L	Y	1	N	0
997	11	NGSX7010	0	0	N	N	CMD Global Interlock	1	L	Y	1	N	0
997	12	NGSX7011	0	0	N	N	TC Spacon Release Status	1	L	Y	1	N	0
997	13	NGSX7012	0	0	N	N	CMD MMM Status	1	L	Y	1	N	0
997	14	NGSX7013	0	0	N	N	CMD Future Time	1	L	Y	1	N	0
997	15	NGSX7014	0	0	N	N	CMD Current Time	1	R	Y	1	N	0
997	16	NGSX7015	0	0	N	N	CMD Verif ACC	1	R	Y	1	N	0
997	17	NGSX7016	0	0	N	N	CMD Release Time	1	R	Y	1	N	0
997	18	NGSX7017	0	0	N	N	CMD Max Pending 2nd UV	1	R	Y	1	N	0
997	19	NGSX7018	0	0	N	N	CMD UV Radiation Timeout	1	R	Y	1	N	0
997	20	NGSX7019	0	0	N	N	CMD Prop Delay	1	R	Y	1	N	0
997	21	NGSX7020	0	0	N	N	CMD FOP Slid Window Wdth	1	R	Y	1	N	0
997	22	NGSX7021	0	0	N	N	CMD FOP T1 Initial	1	R	Y	1	N	0
997	23	NGSX7022	0	0	N	N	CMD Global CEV Load TT	1	L	Y	1	N	0
997	24	NGSX7023	0	0	N	N	TM SCC VC0RT	1	L	Y	1	N	0
997	25	NGSX7024	0	0	N	N	TM SCC VC1RT	1	L	Y	1	N	0
997	26	NGSX7025	0	0	N	N	TM SCC VC1RP	1	L	Y	1	N	0
997	27	NGSX7026	0	0	N	N	TM Limit Checking VC0RT	1	L	Y	1	N	0
997	28	NGSX7027	0	0	N	N	TM Limit Checking VC1RT	1	L	Y	1	N	0
997	29	NGSX7028	0	0	N	N	TM Limit Checking VC1RP	1	L	Y	1	N	0
997	30	NGSX7029	0	0	N	N	TM Synth Param VC0RT	1	L	Y	1	N	0
997	31	NGSX7030	0	0	N	N	TM Synth Param VC1RT	1	L	Y	1	N	0
997	32	NGSX7031	0	0	N	N	TM Synth Param VC1RP	1	L	Y	1	N	0
997	33	NGSX7032	0	0	N	N	TM Action Generation	1	L	Y	1	N	0
997	34	NGSX7033	0	0	N	N	TM Alarm Generation	1	L	Y	1	N	0
997	35	NGSX7034	0	0	N	N	TM Anomaly Alarms VC0RT	1	L	Y	1	N	0
997	36	NGSX7035	0	0	N	N	TM Anomaly Alarms VC1RT	1	L	Y	1	N	0
997	37	NGSX7036	0	0	N	N	TM OOL Alarms VC0RT	1	L	Y	1	N	0
997	38	NGSX7037	0	0	N	N	TM OOL Alarms VC1RT	1	L	Y	1	N	0
997	39	NGSX7038	0	0	N	N	TM OOL Alarms VC1RP	1	L	Y	1	N	0
997	40	NGSX7039	0	0	N	N	TM Arrival Alarms VC0RT	1	L	Y	1	N	0
997	41	NGSX7040	0	0	N	N	TM Arrival Alarms VC1RT	1	L	Y	1	N	0
997	42	NGSX7041	0	0	N	N	TM Max Packetiser Rate	1	R	Y	1	N	0
997	43	NGSX7042	0	0	N	N	RTCO Gradient Delta Lim	1	R	Y	1	N	0
997	44	NGSX7043	0	0	N	N	RTCO Bit Rate	1	R	Y	1	N	0
997	45	NGSX7044	0	0	N	N	Time Stamp Plausib Check	1	L	Y	1	N	0
997	46	NGSX7045	0	0	N	N	Time Stamp Auto Corr	1	L	Y	1	N	0
997	47	NGSX7046	0	0	N	N	RTCO OWLT Prop Delays	1	R	Y	1	N	0
997	48	NGSX7047	0	0	N	N	RTCO Offset Delta Lim	1	R	Y	1	N	0
997	49	NGSX7048	0	0	N	N	Last TM Replay Start	1	L	Y	1	N	0
997	50	NGSX7049	0	0	N	N	Last TM Replay End	1	L	Y	1	N	0
997	51	NGSX7051	0	0	N	N	CMD Global VC1 CEV	1	L	Y	1	N	0
997	52	NGSX7052	0	0	N	N	CMD Global Subsys Check	1	L	Y	1	N	0
997	53	NGSX7053	0	0	N	N	CMD TC Scrambling	1	L	Y	1	N	0
997	54	NGSX7054	0	0	N	N	CMD CLTU Sys Resends	1	R	Y	1	N	0
997	55	NGSX7055	0	0	N	N	CMD Global VC1 CEV Ld TT	1	L	Y	1	N	0
997	56	NGSX7056	0	0	N	N	CMD Max S13 File Size	1	R	Y	1	N	0
997	57	NGSX7057	0	0	N	N	CMD SSMM Consolidatn Dly	1	R	Y	1	N	0
997	58	NGSX7071	0	0	N	N	CMD SSMM Verificatn Dly	1	R	Y	1	N	0
997	59	NGSX7058	0	0	N	N	CMD NUM S13 Sys Resends	1	R	Y	1	N	0
997	60	NGSX7059	0	0	N	N	CMD SSMM CMD Exec Time	1	R	Y	1	N	0
997	61	NGSX7060	0	0	N	N	CMD Release Interval	1	R	Y	1	N	0
997	62	NGSX7061	0	0	N	N	CMD OBQM MTL Type	1	R	Y	1	N	0
997	63	NGSX7062	0	0	N	N	TPKT Packet Filing	1	L	Y	1	N	0
997	64	NGSX7063	0	0	N	N	TPKT Packet Filing VC0	1	L	Y	1	N	0
997	65	NGSX7064	0	0	N	N	TPKT Packet Filing VC1	1	L	Y	1	N	0
997	66	NGSX7065	0	0	N	N	TPKT Packet Distrib VC0	1	L	Y	1	N	0
997	67	NGSX7066	0	0	N	N	TPKT Packet Distrib VC1	1	L	Y	1	N	0
997	68	NGSX7067	0	0	N	N	CMD G/S Id	1	L	Y	1	N	0
997	69	NGSX7068	0	0	N	N	CMD G/S Name	1	L	Y	1	N	0
997	70	NGSX7069	0	0	N	N	CMD G/S Mnemonic	1	L	Y	1	N	0
997	71	NGSX7070	0	0	N	N	HFA Earliest Consist. Tm	1	L	Y	1	N	0
997	72	NGSX7072	0	0	N	N	CMD TC LINK	1	L	Y	1	N	0
997	73	NGSX7073	0	0	N	N	CMD UPL RELEASE STATUS	1	L	Y	1	N	0
997	74	NGSX7074	0	0	N	N	CMD AD RELEASE STATUS	1	L	Y	1	N	0
997	75	NGSX7075	0	0	N	N	CMD UV STATUS	1	L	Y	1	N	0
997	76	NGSX7076	0	0	N	N	CMD FOP SET VS	1	L	Y	1	N	0
1001	1	NACP0000		0	N	N	TC Packet ID	16	C	Y	1	H	0
1001	2	NACP0001		0	N	N	TC Sequence Control	16	C	Y	1	H	0
1006	1	NACP0000		0	N	N	TC Packet ID	16	C	Y	1	H	0
1006	2	NACP0001		0	N	N	TC Sequence Control	16	C	Y	1	H	0
1034	1	NACP0000		0	N	N	TC Packet ID	16	C	Y	1	H	0
1034	2	NACP0001		0	N	N	TC Sequence Control	16	C	Y	1	H	0
1034	3	NACP1250		0	N	N	SID = Service(1,2)STR1	16	C	Y	1	N	0
1034	4	NACP0004		0	N	N	TC Pk type (STR/CAM ack)	8	C	Y	1	N	0
1034	5	NACP0005		0	N	N	TC Pk Sub, STR/CAM ack	8	C	Y	1	N	0
1034	6	NACP1000		0	N	N	Specifid TM Dest ID Addr	16	C	Y	1	H	0
1035	1	NACP0000		0	N	N	TC Packet ID	16	C	Y	1	H	0
1035	2	NACP0001		0	N	N	TC Sequence Control	16	C	Y	1	H	0
1035	3	NACP1250		0	N	N	SID = Service(1,2)STR1	16	C	Y	1	N	0
1035	4	NACP0004		0	N	N	TC Pk type (STR/CAM ack)	8	C	Y	1	N	0
1035	5	NACP0005		0	N	N	TC Pk Sub, STR/CAM ack	8	C	Y	1	N	0
1035	6	NACP1001		0	N	N	Channel Specified in TC	16	C	Y	1	N	0
1036	1	NACP0000		0	N	N	TC Packet ID	16	C	Y	1	H	0
1036	2	NACP0001		0	N	N	TC Sequence Control	16	C	Y	1	H	0
