1661	Calib for Enabled(1)/dis	U	
1662	Calib for Integration ti	U	
1663	Calib for Analog Chain G	U	
1664	Calib for Measure type	U	
1665	Calib for type of Temp m	U	
1666	Calib for Thrust type	U	
1667	Calib for Velocity Measu	U	
1668	Calib for zero crossing 	U	
1669	Calib for Configuration	U	
1670	Calib for SAS Identifier	U	
1671	Calib for Command type	U	
1672	Calib for Operation Code	U	
1673	Calib for SGM Group ID	U	
2256	Calib for Enable(1)/disa	U	
2372	Period Ratio, AOCMS	U	
2373	Phasing Flag, AOCMS	U	
1674	RW Torque Demand Sign	U	
1675	RW Heater On/Off switch	U	
3197	Calibration RAM master c	U	
3198	Calibration RAM master c	U	
3199	Calibration RAM master c	U	
3200	Calibration RAM master c	U	
3201	Calibration RAM master c	U	
3202	Calibration RAM master c	U	
1676	Calib for AOCMS selected	U	
1677	Calib for lcv number	U	
1678	Calib for IMP selected c	U	
1679	Calib for XYZ IMP select	U	
1680	Calib for IMP App_Flag	U	
1681	Calib for RW isolated wh	U	
2258	Calib for SADE Max Speed	U	
1682	Calib for lcv number	U	
3229	Thr_ctrl_axis	U	
1683	calib for STR SW	U	
979	calib for STR SW	U	
980	calib for STR SW	U	
1684	calib for STR SW	U	
981	calib for STR SW	U	
1685	calib for STR SW	U	
1686	calib for STR SW	U	
982	calib for STR SW	U	
983	calib for STR SW	U	
2546	calib for STR SW	U	
1687	calib for CAM SW	U	
1002	calib for CAM SW	U	
1003	calib for CAM SW	U	
1004	calib for CAM SW	U	
1005	calib for CAM SW	U	
1688	calib for CAM SW	U	
1689	calib for CAM SW	U	
1006	calib for CAM SW	U	
1007	calib for CAM SW	U	
1022	calib for CAM SW	U	
1690	calib for CAM SW	U	
1023	calib for CAM SW	U	
1024	calib for CAM SW	U	
1025	calib for CAM SW	U	
2259	Generic Calib for 0=Fals	U	
2260	PID	U	
2880	Deep space flag	U	
2994	SM Code Calibration	U	
2995	FM Code Calibration	U	
3055	Power supply	U	
2942	Solar array Status	U	
3219	HGA Current Set Flag	U	
3220	HGA Deployment Flag	U	
1059	Value to Text for HK SID	U	
1060	Value to Text for memory	U	
1692	Value to Text for door c	U	
1693	Value to Text for memory	U	
1061	Value to Text for OffOn	U	
1694	Value to Text for safety	U	
1062	Value to Text for safety	U	
1063	Value to Text for safety	U	
1695	Value to Text for heater	U	
2902	Value to Text for TestPa	U	
1696	Value to Text for MemCon	U	
1697	Value to Text for acquis	U	
1075	Deployed/Stowed	U	
1076	Deployed/Stowed	U	
1078	Text Calib for Self Test	U	
1080	Text calib for DMS SW	U	
1090	Text calib for DMS SW	U	
1091	Text calib for DMS SW	U	
1092	Text calib for DMS SW	U	
1093	Text calib for DMS SW	U	
1095	Text calib for DMS SW	U	
1096	Text calib for DMS SW	U	
1124	Text calib for DMS SW	U	
1125	Text calib for DMS SW	U	
1126	Text calib for DMS SW	U	
1127	Text calib for DMS SW	U	
1128	Text calib for DMS SW	U	
1129	Text calib for DMS SW	U	
