NAAD0101	SAS X1 Meas Nom -Zsc [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS01	1	
NAAD0102	SAS X5 Meas Nom +Zsc [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS01	1	
NAAD0103	SAS X2 Meas Nom -Ysc [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS01	1	
NAAD0104	SAS X6 Meas Nom +Ysc [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS01	1	
NAAD0105	SAS XZ1 Meas Nm +Zsc [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS02	1	
NAAD0106	SAS XZ5 Meas Nm -Zsc [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS02	1	
NAAD0107	SAS XZ2 Meas Nm -Ysc [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS02	1	
NAAD0108	SAS XZ6 Meas Nm +Ysc [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS02	1	
NAAD0109	SAS YP1 Meas Nm +Xsa [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS03	1	
NAAD0110	SAS YP5 Meas Nm -Xsa [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS03	1	
NAAD0111	SAS YP2 Meas Nm -Ysc [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS03	1	
NAAD0112	SAS YP6 Meas Nm +Ysc [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS03	1	
NAAD0113	SAS YM1 Meas Nm +Xsa [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS04	1	
NAAD0114	SAS YM5 Meas Nm -Xsa [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS04	1	
NAAD0115	SAS YM2 Meas Nm +Ysc [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS04	1	
NAAD0116	SAS YM6 Meas Nm -Ysc [G]		mA	3	8	12	NAWD0A0R		N	R	468	P	N	2		SACSAS04	1	
NAAD0201	SAS X8 Meas Red -Zsc [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS01	1	
NAAD0202	SAS X4 Meas Red +Zsc [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS01	1	
NAAD0203	SAS X3 Meas Red -Ysc [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS01	1	
NAAD0204	SAS X7 Meas Red +Ysc [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS01	1	
NAAD0205	SAS XZ8 Meas Rd +Zsc [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS02	1	
NAAD0206	SAS XZ4 Meas Rd -Zsc [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS02	1	
NAAD0207	SAS XZ3 Meas Rd -Ysc [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS02	1	
NAAD0208	SAS XZ7 Meas Rd +Ysc [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS02	1	
NAAD0209	SAS YP8 Meas Rd +Xsa [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS03	1	
NAAD0210	SAS YP4 Meas Rd -Xsa [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS03	1	
NAAD0211	SAS YP3 Meas Rd -Ysc [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS03	1	
NAAD0212	SAS YP7 Meas Rd +Ysc [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS03	1	
NAAD0213	SAS YM8 Meas Rd +Xsa [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS04	1	
NAAD0214	SAS YM4 Meas Rd -Xsa [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS04	1	
NAAD0215	SAS YM3 Meas Rd +Ysc [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS04	1	
NAAD0216	SAS YM7 Meas Rd -Ysc [G]		mA	3	8	12	NAWD0A0V		N	R	468	P	N	2		SACSAS04	1	
NAAD0301	THRUSTR 1A CHAMBER TEMP		degC	3	8	12	NAWD0A0R		N	R	2513	P	N	2		SRCTR01A	1	
NAAD0302	THRUSTR 2A CHAMBER TEMP		degC	3	8	12	NAWD0A0R		N	R	2513	P	N	2		SRCTR02A	1	
NAAD0303	THRUSTR 3A CHAMBER TEMP		degC	3	8	12	NAWD0A0R		N	R	2513	P	N	2		SRCTR03A	1	
NAAD0304	THRUSTR 4A CHAMBER TEMP		degC	3	8	12	NAWD0A0R		N	R	2513	P	N	2		SRCTR04A	1	
NAAD0305	THRUSTR 5A CHAMBER TEMP		degC	3	8	12	NAWD0A0R		N	R	2513	P	N	2		SRCTR05A	1	
NAAD0306	THRUSTR 6A CHAMBER TEMP		degC	3	8	12	NAWD0A0R		N	R	2513	P	N	2		SRCTR06A	1	
NAAD0307	THRUSTR 7A CHAMBER TEMP		degC	3	8	12	NAWD0A0R		N	R	2513	P	N	2		SRCTR07A	1	
NAAD0308	THRUSTR 8A CHAMBER TEMP		degC	3	8	12	NAWD0A0R		N	R	2513	P	N	2		SRCTR08A	1	
NAAD0309	THRUSTR 9A CHAMBER TEMP		degC	3	8	12	NAWD0A0R		N	R	2513	P	N	2		SRCTR09A	1	
NAAD0310	THRUSTR 10A CHAMBER TEMP		degC	3	8	12	NAWD0A0R		N	R	2513	P	N	2		SRCTR10A	1	
NAAD0311	THRUSTR 11A CHAMBER TEMP		degC	3	8	12	NAWD0A0R		N	R	2513	P	N	2		SRCTR11A	1	
NAAD0312	THRUSTR 12A CHAMBER TEMP		degC	3	8	12	NAWD0A0R		N	R	2513	P	N	2		SRCTR12A	1	
NAAD0313	SPARE			3	8	12			N	R		P	N	2		SACS0000	1	
NAAD0314	SPARE			3	8	12			N	R		P	N	2		SACS0000	1	
NAAD0315	SPARE			3	8	12			N	R		P	N	2		SACS0000	1	
NAAD0316	SPARE			3	8	12			N	R		P	N	2		SACS0000	1	
NAAD0331	PT3 NTO TANK PRESS		bar	3	8	12	SY000001		N	R	1828	P	N	2		SACS0000	1	
NAAD0332	PT4 MMH TANK PRESS		bar	3	8	12	SY000001		N	R	1829	P	N	2		SACS0000	1	
NAAD0333	SPARE			3	8	12			N	R		P	N	2		SACS0000	1	
NAAD0334	PT1 HE2 TANK PRESS		bar	3	8	12	SY000001		N	R	1830	P	N	2		SACS0000	1	
NAAD0335	ANS_T1_N			3	8	12			N	R		P	N	2		SACS0000	1	
NAAD0336	ANS_T2_N			3	8	12			N	R		P	N	2		SACS0000	1	
NAAD0337	ANS_T3_N			3	8	12			N	R		P	N	2		SACS0000	1	
NAAD0338	ANS_T4_N			3	8	12			N	R		P	N	2		SACS0000	1	
NAAD0341	PT3 NTO TANK TEMP		degC	3	8	12	SY000001		N	R	2562	P	N	2		SACS0000	1	
NAAD0342	PT4 MMH TANK TEMP		degC	3	8	12	SY000001		N	R	2562	P	N	2		SACS0000	1	
NAAD0343	SPARE			3	8	12			N	R		P	N	2		SACS0000	1	
NAAD0344	PT1 HE2 TANK TEMP		degC	3	8	12	SY000001		N	R	2562	P	N	2		SACS0000	1	
