DPWG3501	F	PDU S/S B PYRO BUFFERS	Y	N	0	0	0.10	4	10	10	10	10	2
DPWG3502	F	PDU P/L A PYRO BUFFERS	Y	N	0	0	0.10	4	10	10	10	10	2
DPWG3503	F	PDU P/L B PYRO BUFFERS	Y	N	0	0	0.10	4	10	10	10	10	2
DSRG0007	F	NAC Dosis	Y	N	0	1	0.00	4	6	13	6	13	2
DSRG0051	F	MCB WAC Ref. Voltage	Y	N	0	1	0.00	4	6	4	6	4	2
DSRG0052	H	WAC 24V Monitor	Y	N	0	1	0.00	4	6	8	6	8	2
DSRG0053	H	WAC 8V Monitor	Y	N	0	1	0.00	4	6	8	6	8	2
DSRG0054	H	WAC -12V Monitor	Y	N	0	1	0.00	4	6	5	6	5	2
DSRG0055	H	WAC Analogue 5V Monitor	Y	N	0	1	0.00	4	6	4	6	4	2
DSRG0056	H	WAC -5V Monitor	Y	N	0	1	0.00	4	6	8	6	8	2
DSRG0057	F	WAC Dosis	Y	N	0	1	0.00	4	6	16	6	16	2
DSRG0101	H	PCM Main 28V Monitor	Y	N	0	1	0.00	4	6	5	6	5	2
DSRG0102	H	PCM 5V Monitor	Y	N	0	1	0.00	4	6	5	6	5	2
DSRG0103	H	PCM 3V Monitor	Y	N	0	1	0.00	4	6	6	6	6	2
DSRG0104	H	PCM 15V Monitor	Y	N	0	1	0.00	4	6	4	6	4	2
DSRG0105	H	PCM -15V Monitor	Y	N	0	1	0.00	4	6	6	6	6	2
DLTG0001	F	Lander MSS Temperatures	N	N	1	0	0.00	4	12	12	12	24	2
DPWG3500	F	PDU S/S A PYRO BUFFERS	Y	N	0	0	0.10	4	10	10	10	10	2
DACG0001	F	IMP Meas Rates (r/s)	Y	N	0	0	10.00	4	10	10	10	10	2
DACG0010	F	RWA Wheel Speeds (rpm)	Y	N	0	1	0.00	4	6	8	6	8	2
DACG0020	F	SADE Meas Position LrgScale	Y	N	0	0	10.00	4	10	8	10	8	2
DACG0030	H	APME Meas Position LrgScale	Y	N	0	0	10.00	4	10	7	10	7	2
DACG0011	F	RWA Meas. Angular Momentum (Nms)	Y	N	0	1	0.00	4	6	8	6	8	2
DACG0002	F	IMP Meas Rates (deg/s)	Y	N	0	0	10.00	4	10	6	10	6	2
DACG0021	F	SADE Meas Pos LrgScale (deg)	Y	N	0	0	10.00	4	10	10	10	10	2
DACG0031	H	APME Meas Pos LrgScale (deg)	Y	N	0	0	10.00	4	10	10	10	10	2
DPWG0001	F	Main Bus Voltage	Y	N	0	0	10.00	4	10	10	10	10	2
DPWG0011	Q	Battery 1 Status 2/2	Y	N	0	0	10.00	4	10	5	10	5	2
DPWG0012	Q	Battery 2 Status 2/2	Y	N	0	0	10.00	4	10	5	10	5	2
DPWG0013	Q	Battery 3 Status 2/2	Y	N	0	0	10.00	4	10	5	10	5	2
DPWG0100	Q	PL-PDU Status	Y	N	0	0	10.00	4	10	10	10	10	2
DPWG0200	H	SS-PDU Status	Y	N	0	0	10.00	4	10	10	10	10	2
DPWG0021	S	PCU APR A1 Status	Y	N	0	0	10.00	4	10	10	10	10	2
DPWG0022	S	PCU APR A2 Status	Y	N	0	0	10.00	4	10	10	10	10	2
DPWG0023	S	PCU APR A3 Status	Y	N	0	0	10.00	4	10	10	10	10	2
DPWG0024	S	PCU APR B1 Status	Y	N	0	0	10.00	4	10	10	10	10	2
DPWG0025	S	PCU APR B2 Status	Y	N	0	0	10.00	4	10	10	10	10	2
DPWG0026	S	PCU APR B3 Status	Y	N	0	0	10.00	4	10	10	10	10	2
DLTG0002	F	Lander Temperatures	N	N	1	0	0.00	4	12	12	12	24	2
DSRG0001	F	OSIRIS Status	Y	N	0	1	0.00	4	6	6	6	6	2
DSRG0002	Q	OSIRIS NAC Temperatures 1	Y	N	0	1	0.00	4	6	8	6	8	2
DSRG0003	Q	OSIRIS WAC Temperatures 1	Y	N	0	1	0.00	4	6	8	6	8	2
DSRG0004	Q	OSIRIS NAC Temperatures 2	Y	N	0	1	0.00	4	6	5	6	5	2
DSRG0005	H	OSIRIS WAC Temperatures 2	Y	N	0	1	0.00	4	6	4	6	4	2
DSRG0006	F	OSIRIS DPU Temperatures	Y	N	0	1	0.00	4	6	6	6	6	2
DSRG0010	Q	OSIRIS Thermistors	Y	N	0	1	0.00	4	6	5	6	5	2
DSRG0011	H	OSIRIS LCL Currents	Y	N	0	1	0.00	4	6	5	6	5	2
DACG0003	F	IMP Meas Rates Low (deg/s)	Y	N	0	0	10.00	4	10	6	10	6	2
DACG0004	F	IMP Meas Rates VLow (deg/s)	Y	N	0	0	10.00	4	10	6	10	6	2
DACG0040	F	Observed Sun AZ & EL Large	Y	N	0	0	10.00	4	10	10	10	10	2
DACG0041	F	Observed Sun AZ & EL Medium	Y	N	0	0	10.00	4	10	8	10	8	2
DACG0042	F	Observed Sun AZ & EL Small	Y	N	0	0	10.00	4	10	8	10	8	2
DTTG0001	F	Rx1&Rx2 Offset frm Restfreq wide	N	N	0	1	0.00	4	12	12	12	12	2
DTTG0002	F	Rx1 & Rx2 AGC for TM Link Maint	N	N	0	0	30.00	4	6	15	6	15	2
DTTG0003	F	S-Rx1 & S-Rx2 Calibrated AGC	N	N	0	12	0.00	4	12	8	12	8	2
DTTG0004	F	X-Rx1 & X-Rx2 Calibrated AGC	N	N	0	12	0.00	4	12	8	12	8	2
DACG0050	F	RCS Cmded Torque Values	Y	N	0	0	30.00	4	6	8	6	8	2
DACG0051	F	RWLs Cmded Torque Values	Y	N	0	0	30.00	4	6	10	6	10	2
DACG0052	F	PID Mean Torque	Y	N	0	0	30.00	4	6	7	6	7	2
DACG0062	F	RCS Switching Times	Y	N	0	1	0.00	4	6	6	6	6	2
DACG0061	F	Thruster A Chamber Temp	Y	N	0	0	20.00	4	4	12	4	12	2
DACG0054	F	Monitoring Errors (rad)	Y	N	0	0	30.00	4	6	10	6	10	2
DACG0053	F	SAM Mean Torque	Y	N	0	0	30.00	4	6	10	6	10	2
DPWG0015	H	Batteries Charge Overview	Y	N	1	0	0.00	4	12	10	12	10	2
DPWG0016	H	Batteries Discharge Overview	Y	N	1	0	0.00	4	12	10	12	10	2
DPWG0028	S	PCU APR B Overview	Y	N	1	0	0.00	4	12	10	12	10	2
DPWG0027	S	PCU APR A Overview	Y	N	1	0	0.00	4	12	10	12	10	2
DACG0055	F	S/C Angular Moment (Nms)	Y	N	0	0	30.00	4	6	10	6	10	2
DACG0070	H	IMP NV rates, High, rd/s	Y	N	0	2	0.00	4	6	4	6	4	2
DACG0071	H	IMP NV rates, Low, rd/s	Y	N	0	2	0.00	4	6	10	6	10	2
DACG0072	H	IMP NV rates, Very Low, rd/s	Y	N	0	2	0.00	4	6	10	6	10	2
DACG0058	H	High Pressure PT Readings (bar)	Y	N	0	8	0.00	4	8	10	8	10	2
DACG0059	F	Low Pressure PT Readings (bar)	Y	N	0	0	30.00	4	6	10	6	10	2
DESG0001	F	LCL 15A&B Current 1hr	N	N	0	1	0.00	4	12	20	12	20	2
DESG0002	F	LCL 15A&B Current 10 hrs	N	N	0	10	0.00	4	10	20	10	20	2
DLCG0001	F	Lander CIU, DPU, MM Voltage 1 hr	N	N	0	1	0.00	4	12	12	12	12	2
DLCG0002	F	Lander CIU, DPU, MM Voltage 10 h	N	N	0	10	0.00	4	10	12	10	12	2
DLCG0003	F	Lander CIU Voltage 1 hr	N	N	0	1	0.00	4	12	12	12	12	2
DLCG0004	F	Lander CIU Voltage 10 hrs	N	N	0	10	0.00	4	10	12	10	12	2
DLCG0005	F	Lander DPU Voltage 1 hr	N	N	0	1	0.00	4	12	12	12	12	2
DLCG0006	F	Lander DPU Voltage 10 hrs	N	N	0	10	0.00	4	10	12	10	12	2
DLCG0007	F	Lander MM Voltage 1 hr	N	N	0	1	0.00	4	12	12	12	12	2
DLCG0008	F	Lander MM Voltage 10 hrs	N	N	0	10	0.00	4	10	12	10	12	2
DLCG0009	F	Lander DPU, MM Current 1 hr	N	N	0	1	0.00	4	12	10	12	10	2
DLCG0010	F	Lander DPU, MM Current 10 hrs	N	N	0	10	0.00	4	10	10	10	10	2
DLCG0011	F	Lander DPU Current 1 hr	N	N	0	1	0.00	4	12	11	12	11	2
DLCG0012	F	Lander DPU Current 10 hrs	N	N	0	10	0.00	4	10	11	10	11	2
DLCG0013	F	Lander MM Current 1 hr	N	N	0	1	0.00	4	12	10	12	10	2
DLCG0014	F	Lander MM Current 10 hrs	N	N	0	10	0.00	4	10	10	10	10	2
DLTG0003	F	Lander NEA Temps 6 hr	N	N	0	6	0.00	4	6	12	6	12	2
DLTG0004	F	Lander NEA Temps 12 hrs	N	Y	0	12	0.00	4	12	12	12	12	2
DTTG0100	F	RX 1+2 LOCK STATUS	N	N	0	1	0.00	4	12	10	12	8	2
DTTG0013	F	S-Rx1 & S-Rx2 Calibrated AGC NE	N	N	0	1	0.00	4	12	12	12	12	2
DACG1111	H	CONTROL ERRORS	N	N	0	1	0.00	4	12	8	12	8	1
DACG0065	F	Thruster B Chamber Temp	Y	N	0	0	20.00	4	4	12	4	12	2
DACG0063	F	RCS A Burn Thrusters Temps	Y	N	0	0	20.00	4	4	12	4	12	2
DACG0066	F	RCS B Burn Thruster Temps	Y	N	0	0	20.00	4	4	12	4	12	2
DLTG0005	H	KAL Voltages & Current 12 hrs	N	Y	0	12	0.00	4	12	10	12	10	2
DLTG0006	H	Ldr Hibernation Htr Stat 12 hrs	N	Y	0	12	0.00	4	12	12	12	12	2
DACG0005	F	IMP Meas Rates High (deg/s)	Y	N	0	0	10.00	4	10	6	10	6	2
DACG0006	F	Cons Monitoring Errors (rad)	Y	N	0	0	30.00	4	6	10	6	10	2
DACG0012	F	RWA est. Angular Momentum (Nms)	Y	N	0	1	0.00	4	6	8	6	8	2
DACG0013	F	RWA ORB Estimated Friction Torqu	Y	N	0	3	0.00	4	6	7	6	7	2
DACG0043	F	SAS MONIT ANG (rad)	Y	N	0	0	30.00	4	6	6	6	6	2
DACG1112	H	SAM CONTROL ERRORS	N	N	0	1	0.00	4	12	6	12	6	1
DPWG0204	H	Thermal Knife Firing	Y	N	0	0	30.00	4	6	5	6	5	2
DACG0044	H	STL Max Innovation	Y	N	0	4	0.00	4	8	6	8	6	2
DESG0003	F	LCL Currents for MST	Y	N	0	5	0.00	4	10	12	10	24	2
DESG0004	F	RxTx Status of lander by PSS	Y	N	0	2	0.00	4	12	10	12	10	2
DESG0005	F	ESS Currents	Y	N	0	2	0.00	4	12	11	12	10	1
DVRG0001	F	VIRTIS Internal Temperatures	Y	N	0	4	0.00	4	8	10	8	10	2
DTTG0005	F	RX1 & RX2 Calibrated AGC (30min)	N	N	0	0	30.00	4	6	8	6	8	2
DSYG0000	F	Clocks Drift	Y	N	2	0	0.00	4	8	8	8	8	2
DPSG0001	F	Counters	Y	N	0	2	0.00	4	12	16	12	16	2
DACG0008	Q	STR Performance Checks	Y	N	0	0	10.00	4	10	4	10	4	2
DACG9450	H	APME Overshoot during HGA Depl	Y	N	0	0	10.00	4	10	6	10	6	2
DACG9451	H	APMEHGA Deploy - 1st movement	Y	N	0	0	10.00	4	10	10	10	10	2
DACG0047	H	OCM measured velocity	Y	N	0	0	30.00	4	6	6	6	6	2
DACG0048	F	RCS ORB off mod ratio	Y	N	0	0	30.00	4	6	5	6	5	2
DACG0049	F	OCM Est. Disturbing Torques	Y	N	0	0	30.00	4	6	10	6	10	2
DLTG0008	H	Ldr MSS Htr Stat 12 hrs	N	Y	0	12	0.00	4	12	12	12	12	2
DLTG0009	H	Ldr Push Plate Temp 12 hrs	N	Y	0	12	0.00	4	12	10	12	10	2
DLTG0010	F	Ldr Push Plate Temp 6 hrs	N	N	0	6	0.00	4	6	10	6	10	2
DLTG0007	H	Ldr Hibernation Temps 12 hrs	N	Y	0	12	0.00	4	12	6	12	12	2
DACG0014	H	RWA Wheel Temperatures	Y	N	0	3	0.00	4	6	7	6	7	2
DCNG0001	F	Consert Currents 10 hrs	N	N	0	10	0.00	4	10	15	10	15	2
DTSG0001	F	APM Temperatures 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DACG0009	F	HGA boresight offpointing (deg)	N	N	0	8	0.00	4	8	10	8	10	2
DACGSM01	F	FM 43, 44, 45 IMP Frame	Y	N	0	0	10.00	4	10	10	10	10	2
DACGSM02	Q	FM 47 & 49 ACM voltage	Y	N	0	1	0.00	4	12	10	12	10	2
DACGSM03	H	FM 50 & 53 STR Temp	Y	N	0	1	0.00	4	12	6	12	6	2
DACGSM04	H	FM 62, 65, 68 - RWL FAI	Y	N	0	0	30.00	4	6	10	6	10	2
DACGSM05	H	FM 63, 66, 69 - RWL FRICTION	Y	N	0	0	30.00	4	6	7	6	7	2
DACGSM06	F	FM 64, 67, 70 - RWL ZeroX & SPD	Y	N	0	0	30.00	4	6	8	6	8	2
DACGSM07	Q	FM 74 & 75 SADE Curr-Volt	Y	N	0	1	0.00	4	12	10	12	10	2
DACGSM08	H	FM 76 & 77 - SADE encder/cmd con	Y	N	0	0	30.00	4	5	10	5	10	2
DACGSM09	F	APM Temps &FM 78 APME Temp	Y	N	0	4	0.00	4	8	7	8	7	2
DACGSM10	H	FM 79 & 82 - APME Curr-volt	Y	N	0	1	0.00	4	12	10	12	10	2
DACGSM11	Q	FM 80 - APME A Elevatn error	Y	N	0	0	5.00	4	10	10	10	10	2
DACGSM12	Q	FM 81 - APME A Azimuth Error	Y	N	0	0	5.00	4	10	10	10	10	2
DACGSM13	Q	FM 83 - APME B Elevatn error	Y	N	0	0	5.00	4	10	10	10	10	2
DACGSM14	Q	FM 84 - APME B Azimuth Error	Y	N	0	0	5.00	4	10	10	10	10	2
DLFG0001	F	Philae Flywheel	Y	N	0	1	15.00	4	5	10	5	10	2
DLPG0001	F	Flywheel Input Current	Y	N	0	2	0.00	4	12	8	12	8	1
DLPG0002	F	Flywheel RPM Signal	Y	N	0	2	0.00	4	12	10	12	10	1
DLPG0003	F	Flywheel Speed Control	Y	N	0	2	0.00	4	12	10	12	10	1
DLPG0004	F	Secondary Battery Voltages	Y	N	0	2	0.00	4	12	10	12	20	1
DLPG0005	F	Philae Battery Cells Voltages	Y	N	0	2	0.00	4	12	6	12	6	2
DLPG0006	F	Philae Battery Cells	Y	N	0	2	0.00	4	12	10	12	10	1
DRPG0001	S	RPC PIU Power	Y	N	0	1	0.00	4	12	5	12	5	8
DRPG0002	Q	RPC PIU Fifo	Y	N	0	1	0.00	4	12	8	12	8	32
DRPG0003	F	RPC Internal Temperatures	Y	N	0	1	0.00	4	12	8	12	8	8
DRPG0004	H	RPC Boom Temperatures	Y	N	0	4	0.00	4	8	13	8	13	8
DRPG0005	H	RPC ICA & IES Temperatures (Main	Y	N	0	4	0.00	4	8	8	8	8	8
DRPG0006	H	RPC ICA & IES Temperatures (Red)	Y	N	0	4	0.00	4	8	14	8	14	8
DRPG0X01	S	IES General Status	Y	N	0	1	0.00	4	6	10	6	10	2
DRPG0X02	H	IES Low-voltage Monitors	Y	N	0	1	0.00	4	6	10	6	10	2
DRPG0X03	S	IES HV Enables	Y	N	0	1	0.00	4	6	10	6	10	2
DRPG0X04	S	IES HV Errors	Y	N	0	1	0.00	4	6	10	6	10	2
DRPG0X05	S	IES HV Monitors/DACs 1	Y	N	0	1	0.00	4	6	10	6	10	2
DRPG0X06	S	IES HV Monitors/DACs 2	Y	N	0	1	0.00	4	6	10	6	10	2
DRPG0X07	Q	IES ELC-ION Counts	Y	N	0	1	0.00	4	6	10	6	10	2
DRPG1003	Q	RPC IES ELC-ION Counts	Y	N	0	1	0.00	4	6	10	6	10	32
DRPG2001	Q	RPC ICA Temperatures-Basic Volta	Y	N	0	2	0.00	4	12	10	12	10	32
DRPG2002	H	RPC ICA Derived Opto High Voltag	Y	N	0	2	0.00	4	12	10	12	10	32
DRPG5001	H	RPC MAG Sensor	Y	N	0	1	0.00	4	6	10	6	10	32
DRPG5002	H	RPC MAG Electronics	Y	N	0	1	0.00	4	6	3	6	3	32
DTSG0002	F	Thruster Module 1 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0003	F	Thruster Module 2 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0004	F	Thruster Module 3 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0005	F	Thruster Module 4 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0006	F	Thruster Module 5 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0007	F	Thruster Module 6 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0008	F	Thruster Module 7 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0009	F	Thruster Module 8 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0010	F	Thruster Module 9 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0011	F	Thruster Module 10 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0012	F	Thruster Module 11 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0013	F	Thruster Module 12 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0014	F	Reaction Wheel 1 12 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0015	F	Reaction Wheel 2 12 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
DTSG0016	F	Reaction Wheel 3 12 TCT Temp 12h	Y	N	0	12	0.00	4	12	10	12	10	2
