ZRNH1000	ROSINA, HPC SET, RTU-P/L-A	ROSINA, HPC SET, RTU-P/L-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	18
ZRNH1001	ROSINA, HPC RESET, RTU-P/L-A	ROSINA, HPC RESET, RTU-P/L-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	18
ZRNH2000	ROSINA, HPC SET, RTU-P/L-B	ROSINA, HPC SET, RTU-P/L-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	18
ZRNH2001	ROSINA, HPC RESET, RTU-P/L-B	ROSINA, HPC RESET, RTU-P/L-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	18
ZRPH1000	RPC, HPC, RTU-P/L-A	RPC, HPC, RTU-P/L-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	19
ZRPH2000	RPC, HPC, RTU-P/L-B	RPC, HPC, RTU-P/L-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	19
ZSAHS100	SADE A, PWR ON, RTU-S/S-A	SADE A, PWR ON, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZSAHS101	SADE A, PWR OFF, RTU-S/S-A	SADE A, PWR OFF, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZSAHS110	SADE B, PWR ON, RTU-S/S-A	SADE B, PWR ON, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZSAHS111	SADE B, PWR OFF, RTU-S/S-A	SADE B, PWR OFF, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZSAHS200	SADE A, PWR ON, RTU-S/S-B	SADE A, PWR ON, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZSAHS201	SADE A, PWR OFF, RTU-S/S-B	SADE A, PWR OFF, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZSAHS210	SADE B, PWR ON, RTU-S/S-B	SADE B, PWR ON, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZSAHS211	SADE B, PWR OFF, RTU-S/S-B	SADE B, PWR OFF, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZSBE0999	Generic EHPC for RTU-S/S Units	Generic EHPC for RTU-S/S Units		Y	STDACC	2	1	28	2	A	Y	N			N	1			1	1
ZSBH0999	Generic HPC for RTU-S/S Units	Generic HPC for RTU-S/S Units		Y	STDACC	2	1	28	2	A	Y	N			N	1			1	1
ZSBH1999	Generic HPC for RTU-P/L Units	Generic HPC for RTU-P/L Units		Y	STDACC	2	1	28	2	A	Y	N			N	1			1	1
ZSDHDUMA	DUMMY HIGH POWER CMD via I/O A, HPC114-A	DUMMY HIGH POWER CMD via I/O A, HPC114-A		Y	STDACC	2	1	28	9	A	Y	N			N	1		1	1	1
ZSDHDUMB	DUMMY HIGH POWER CMD via I/O B, HPC114-B	DUMMY HIGH POWER CMD via I/O B, HPC114-B		Y	STDACC	2	1	28	9	A	Y	N			N	1		1	1	1
ZSEH1000	SREM, HPC ON, RTU-P/L-A	SREM, HPC ON, RTU-P/L-A		N	STDACC	2	1	28	2	A	Y	N			N	1			1	24
ZSEH1001	SREM, HPC OFF, RTU-P/L-A	SREM, HPC OFF, RTU-P/L-A		N	STDACC	2	1	28	2	A	Y	N			N	1			1	24
ZSV00001	Set HK Parameter ON	Set HK Parameter ON		N	STDACC	2	1	1948	2	A	Y	N			N	1			1	1
ZSV00002	Set HK Parameter OFF	Set HK Parameter OFF		N	STDACC	2	1	1948	2	A	Y	N			N	1			1	1
ZSV00003	Dummy TC	Dummy TC		N	STDBOTH	2	1	1948	2	A	Y	N			N	1			9	1
ZTTERF10	RFDU, SWITCH-1 TO POSITION-1, RTU-S/S-A	RFDU, SWITCH-1 TO POSITION-1, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF11	RFDU, SWITCH-1 TO POSITION-2, RTU-S/S-A	RFDU, SWITCH-1 TO POSITION-2, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF12	RFDU, SWITCH-2 TO POSITION-1, RTU-S/S-A	RFDU, SWITCH-2 TO POSITION-1, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF13	RFDU, SWITCH-2 TO POSITION-2, RTU-S/S-A	RFDU, SWITCH-2 TO POSITION-2, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF14	RFDU, SWITCH-3 TO POSITION-1, RTU-S/S-A	RFDU, SWITCH-3 TO POSITION-1, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF15	RFDU, SWITCH-3 TO POSITION-2, RTU-S/S-A	RFDU, SWITCH-3 TO POSITION-2, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF16	RFDU, SWITCH-4 TO POSITION-1, RTU-S/S-A	RFDU, SWITCH-4 TO POSITION-1, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF17	RFDU, SWITCH-4 TO POSITION-2, RTU-S/S-A	RFDU, SWITCH-4 TO POSITION-2, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF18	RFDU, SWITCH-5 TO POSITION-1, RTU-S/S-A	RFDU, SWITCH-5 TO POSITION-1, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF19	RFDU, SWITCH-5 TO POSITION-2, RTU-S/S-A	RFDU, SWITCH-5 TO POSITION-2, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF20	RFDU, SWITCH-1 TO POSITION-1, RTU-S/S-B	RFDU, SWITCH-1 TO POSITION-1, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF21	RFDU, SWITCH-1 TO POSITION-2, RTU-S/S-B	RFDU, SWITCH-1 TO POSITION-2, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF22	RFDU, SWITCH-2 TO POSITION-1, RTU-S/S-B	RFDU, SWITCH-2 TO POSITION-1, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF23	RFDU, SWITCH-2 TO POSITION-2, RTU-S/S-B	RFDU, SWITCH-2 TO POSITION-2, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF24	RFDU, SWITCH-3 TO POSITION-1, RTU-S/S-B	RFDU, SWITCH-3 TO POSITION-1, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF25	RFDU, SWITCH-3 TO POSITION-2, RTU-S/S-B	RFDU, SWITCH-3 TO POSITION-2, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF26	RFDU, SWITCH-4 TO POSITION-1, RTU-S/S-B	RFDU, SWITCH-4 TO POSITION-1, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF27	RFDU, SWITCH-4 TO POSITION-2, RTU-S/S-B	RFDU, SWITCH-4 TO POSITION-2, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF28	RFDU, SWITCH-5 TO POSITION-1, RTU-S/S-B	RFDU, SWITCH-5 TO POSITION-1, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTERF29	RFDU, SWITCH-5 TO POSITION-2, RTU-S/S-B	RFDU, SWITCH-5 TO POSITION-2, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTEW100	WIU, SWITCH-6 TO POSITION-1, RTU-S/S-A	WIU, SWITCH-6 TO POSITION-1, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTEW101	WIU, SWITCH-6 TO POSITION-2, RTU-S/S-A	WIU, SWITCH-6 TO POSITION-2, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTEW102	WIU, SWITCH-7 TO POSITION-1, RTU-S/S-A	WIU, SWITCH-7 TO POSITION-1, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTEW103	WIU, SWITCH-7 TO POSITION-2, RTU-S/S-A	WIU, SWITCH-7 TO POSITION-2, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTEW200	WIU, SWITCH-6 TO POSITION-1, RTU-S/S-B	WIU, SWITCH-6 TO POSITION-1, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTEW201	WIU, SWITCH-6 TO POSITION-2, RTU-S/S-B	WIU, SWITCH-6 TO POSITION-2, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTEW202	WIU, SWITCH-7 TO POSITION-1, RTU-S/S-B	WIU, SWITCH-7 TO POSITION-1, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTEW203	WIU, SWITCH-7 TO POSITION-2, RTU-S/S-B	WIU, SWITCH-7 TO POSITION-2, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHT100	TWTA-1, TWTA ON, RTU-S/S-A	TWTA-1, TWTA ON, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHT101	TWTA-1, TWTA OFF, RTU-S/S-A	TWTA-1, TWTA OFF, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHT102	TWTA-1, HIGH VOLT ON, RTU-S/S-A	TWTA-1, HIGH VOLT ON, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHT103	TWTA-1, HIGH VOLT OFF, RTU-S/S-A	TWTA-1, HIGH VOLT OFF, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHT200	TWTA-2, TWTA ON, RTU-S/S-B	TWTA-2, TWTA ON, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHT201	TWTA-2, TWTA OFF, RTU-S/S-B	TWTA-2, TWTA OFF, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHT202	TWTA-2, HIGH VOLT ON, RTU-S/S-B	TWTA-2, HIGH VOLT ON, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHT203	TWTA-2, HIGH VOLT OFF, RTU-S/S-B	TWTA-2, HIGH VOLT OFF, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHU100	USO, PWR ON, RTU-S/S-A	USO, PWR ON, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHU101	USO, PWR OFF A, RTU-S/S-A	USO, PWR OFF A, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1			1	1
ZTTHU102	USO, OVEN SHIFT ON, RTU-S/S-A	USO, OVEN SHIFT ON, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHU103	USO, OVEN SHIFT OFF, RTU-S/S-A	USO, OVEN SHIFT OFF, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHU104	USO, RF MUTE, RTU-S/S-A	USO, RF MUTE, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1			1	1
ZTTHU105	USO, RF ENABLE, RTU-S/S-A	USO, RF ENABLE, RTU-S/S-A		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHU200	USO, PWR ON, RTU-S/S-B	USO, PWR ON, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHU201	USO, OVEN SHIFT ON, RTU-S/S-B	USO, OVEN SHIFT ON, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHU202	USO, OVEN SHIFT OFF, RTU-S/S-B	USO, OVEN SHIFT OFF, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHU203	USO, RF MUTE, RTU-S/S-B	USO, RF MUTE, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
ZTTHU204	USO, RF ENABLE, RTU-S/S-B	USO, RF ENABLE, RTU-S/S-B		N	STDACC	2	1	28	2	A	Y	N			N	1		1	1	1
